original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Shakira is from Colombia.,shakira colombia,SUPPORTS,32274,0,0,SUPPORTS,True,0.7814452,25,4,0-5,0.7-0.8
Amazon Web Services included hiding services.,amazon web service included hiding service,NOT ENOUGH INFO,196486,2,2,NOT ENOUGH INFO,True,0.9959074,45,6,6-10,0.9-1.0
Tanzania shares a border with the fourth largest of the world's oceanic divisions.,tanzania share border fourth largest world oceanic division,REFUTES,119315,1,1,REFUTES,True,0.6321563,82,13,11-15,0.6-0.7
Edgar Allan Poe was a horse.,edgar allan poe horse,REFUTES,96045,1,1,REFUTES,True,0.9988524,28,6,6-10,0.9-1.0
Paul Pogba is a soccer player.,paul pogba soccer player,SUPPORTS,155568,0,0,SUPPORTS,True,0.9948178,30,6,6-10,0.9-1.0
Con Man (web series) is a web series.,con man web series web series,SUPPORTS,186790,0,0,SUPPORTS,True,0.9830064,37,8,6-10,0.9-1.0
Azerbaijan is between Asia and Europe.,azerbaijan asia europe,SUPPORTS,121253,0,0,SUPPORTS,True,0.98746824,38,6,6-10,0.9-1.0
Sunrise created an anime.,sunrise created anime,SUPPORTS,176465,0,0,SUPPORTS,True,0.97489274,25,4,0-5,0.9-1.0
Lisa Kudrow was in movies.,lisa kudrow movie,SUPPORTS,224948,0,0,SUPPORTS,True,0.9957147,26,5,0-5,0.9-1.0
An ESPN biography program rated Muhammad Ali as the third greatest athlete of the 20th century.,espn biography program rated muhammad ali third greatest athlete 20th century,SUPPORTS,120377,0,0,SUPPORTS,True,0.9951461,95,16,16-20,0.9-1.0
Paul Walker starred in the film Running Scared.,paul walker starred film running scared,SUPPORTS,66464,0,0,SUPPORTS,True,0.9934836,47,8,6-10,0.9-1.0
Judith Barsi was denied American citizenship.,judith barsi denied american citizenship,REFUTES,59772,1,2,NOT ENOUGH INFO,False,0.89411974,45,6,6-10,0.8-0.9
Arnold Schwarzenegger appeared in a film.,arnold schwarzenegger appeared film,SUPPORTS,180243,0,0,SUPPORTS,True,0.9954537,41,6,6-10,0.9-1.0
Sonny with a Chance had 6.3 million viewers for its second season.,sonny chance 63 million viewer second season,SUPPORTS,146304,0,0,SUPPORTS,True,0.88551325,66,12,11-15,0.8-0.9
"Nike, Inc.'s trademarks are ""Just Do It"" and the Swoosh logo.",nike inc trademark swoosh logo,SUPPORTS,8511,0,2,NOT ENOUGH INFO,False,0.99548537,61,11,11-15,0.9-1.0
Melanie Griffith is a person.,melanie griffith person,SUPPORTS,53621,0,0,SUPPORTS,True,0.9963821,29,5,0-5,0.9-1.0
Ileana D'Cruz starred in Kick.,ileana dcruz starred kick,SUPPORTS,165498,0,2,NOT ENOUGH INFO,False,0.95121205,30,5,0-5,0.9-1.0
Music Bank (TV series) has so far been hosted exclusively by Brits.,music bank tv series far hosted exclusively brit,REFUTES,202639,1,1,REFUTES,True,0.99841976,67,12,11-15,0.9-1.0
Slovakia is a warship.,slovakia warship,REFUTES,7623,1,1,REFUTES,True,0.99897313,22,4,0-5,0.9-1.0
Got a Girl is an American musical duo.,got girl american musical duo,SUPPORTS,158876,0,0,SUPPORTS,True,0.9958637,38,8,6-10,0.9-1.0
Alicia Vikander has a career in acting.,alicia vikander career acting,SUPPORTS,69840,0,0,SUPPORTS,True,0.9965655,39,7,6-10,0.9-1.0
Rowan Atkinson stars in a 2016 TV series about dogs.,rowan atkinson star 2016 tv series dog,NOT ENOUGH INFO,178473,2,1,REFUTES,False,0.971059,52,10,6-10,0.9-1.0
To Kill a Mockingbird is in the literary genre that focuses on the psychological and moral growth of the protagonist from youth to adulthood.,kill mockingbird literary genre focus psychological moral growth protagonist youth adulthood,SUPPORTS,199171,0,0,SUPPORTS,True,0.9928161,141,24,21-25,0.9-1.0
Ulysses S. Grant was in the American Civil War.,ulysses grant american civil war,SUPPORTS,69055,0,0,SUPPORTS,True,0.99412656,47,9,6-10,0.9-1.0
Faneuil Hall is found in Boston.,faneuil hall found boston,SUPPORTS,187812,0,1,REFUTES,False,0.63791645,32,6,6-10,0.6-0.7
Star Wars: The Last Jedi is not a film.,star war last jedi film,REFUTES,51394,1,1,REFUTES,True,0.9988955,39,9,6-10,0.9-1.0
Abraham Lincoln lost to Douglas in a US Senate race.,abraham lincoln lost douglas u senate race,SUPPORTS,160553,0,0,SUPPORTS,True,0.98244137,52,10,6-10,0.9-1.0
Vienna is an inconsequential city in Austria.,vienna inconsequential city austria,SUPPORTS,148631,0,0,SUPPORTS,True,0.94098336,45,7,6-10,0.9-1.0
Paul Thomas Anderson directed The Master which received polarized reviews.,paul thomas anderson directed master received polarized review,REFUTES,93666,1,2,NOT ENOUGH INFO,False,0.5219818,74,10,6-10,0.5-0.6
Minneapolis lies on both banks of the Deerfield River.,minneapolis lie bank deerfield river,NOT ENOUGH INFO,51220,2,1,REFUTES,False,0.9687931,54,9,6-10,0.9-1.0
Faith Evans has released an album with Bon Jovi.,faith evans released album bon jovi,NOT ENOUGH INFO,58432,2,0,SUPPORTS,False,0.99531484,48,9,6-10,0.9-1.0
Mithun Chakraborty is an actor.,mithun chakraborty actor,SUPPORTS,75176,0,0,SUPPORTS,True,0.99504024,31,5,0-5,0.9-1.0
Death in Paradise has received cast substitutions.,death paradise received cast substitution,SUPPORTS,91416,0,2,NOT ENOUGH INFO,False,0.9914068,50,7,6-10,0.9-1.0
Big Boi was unable to join Outkast.,big boi unable join outkast,REFUTES,209011,1,1,REFUTES,True,0.99188614,35,7,6-10,0.9-1.0
Ben Stiller is an actor.,ben stiller actor,SUPPORTS,140177,0,0,SUPPORTS,True,0.99423873,24,5,0-5,0.9-1.0
Tom Brady is a quarterback.,tom brady quarterback,SUPPORTS,120581,0,0,SUPPORTS,True,0.99455076,27,5,0-5,0.9-1.0
Rosamund Pike never won a BIFA Award.,rosamund pike never bifa award,REFUTES,104862,1,1,REFUTES,True,0.9917603,37,7,6-10,0.9-1.0
Dunkirk (2017 film) was filmed beginning on 23 May 2016.,dunkirk 2017 film filmed beginning 23 may 2016,SUPPORTS,21521,0,0,SUPPORTS,True,0.84911263,56,10,6-10,0.8-0.9
Maria I of Portugal's birth month is December.,maria portugal birth month december,SUPPORTS,127609,0,0,SUPPORTS,True,0.99473983,46,8,6-10,0.9-1.0
Brian Helgeland has received an award for Best Adapted Screenplay in 2016.,brian helgeland received award best adapted screenplay 2016,NOT ENOUGH INFO,214629,2,0,SUPPORTS,False,0.68591166,74,12,11-15,0.6-0.7
Lucas starred an actress born on November 8.,lucas starred actress born november 8,SUPPORTS,197666,0,0,SUPPORTS,True,0.9788583,44,8,6-10,0.9-1.0
"John II of Portugal was conceived on March 3rd, 1455.",john ii portugal conceived march 3rd 1455,SUPPORTS,158411,0,1,REFUTES,False,0.98044854,53,10,6-10,0.9-1.0
Ivan Lendl was ranked No. 1.,ivan lendl ranked 1,SUPPORTS,21656,0,0,SUPPORTS,True,0.99586946,28,6,6-10,0.9-1.0
Meryl Streep received a Tony Award nomination.,meryl streep received tony award nomination,SUPPORTS,31511,0,2,NOT ENOUGH INFO,False,0.9924074,46,7,6-10,0.9-1.0
Dr. Dre released Thriller in 1996.,dr dre released thriller 1996,NOT ENOUGH INFO,148687,2,0,SUPPORTS,False,0.90777576,34,6,6-10,0.9-1.0
Tom Cruise was in Minority Report.,tom cruise minority report,SUPPORTS,146723,0,0,SUPPORTS,True,0.99203897,34,6,6-10,0.9-1.0
"Hong Kong maintains its independent executive, legislative, and judiciary powers.",hong kong maintains independent executive legislative judiciary power,SUPPORTS,14002,0,0,SUPPORTS,True,0.59979534,81,10,6-10,0.5-0.6
Winners of the Academy Award for Best Actor include Dustin Hoffman.,winner academy award best actor include dustin hoffman,SUPPORTS,100943,0,0,SUPPORTS,True,0.9915799,67,11,11-15,0.9-1.0
Genghis Khan unified the nomadic tribes of Oxford University.,genghis khan unified nomadic tribe oxford university,NOT ENOUGH INFO,95206,2,1,REFUTES,False,0.8144184,61,9,6-10,0.8-0.9
Kate Beckinsale refused to ever be an actress.,kate beckinsale refused ever actress,REFUTES,122847,1,1,REFUTES,True,0.9794302,46,8,6-10,0.9-1.0
John F. Kennedy was not the president of the United States of America.,john f kennedy president united state america,REFUTES,38741,1,1,REFUTES,True,0.99906176,70,13,11-15,0.9-1.0
Minos fathered a child.,minos fathered child,SUPPORTS,83260,0,0,SUPPORTS,True,0.99423695,23,4,0-5,0.9-1.0
Destiny does maintain lineage to the Halo series.,destiny maintain lineage halo series,SUPPORTS,86815,0,0,SUPPORTS,True,0.73426896,49,8,6-10,0.7-0.8
Asia is bounded by three oceans.,asia bounded three ocean,SUPPORTS,27202,0,2,NOT ENOUGH INFO,False,0.86817384,32,6,6-10,0.8-0.9
Selena recorded music.,selena recorded music,SUPPORTS,93956,0,0,SUPPORTS,True,0.99563533,22,3,0-5,0.9-1.0
Trevor Baxter went to the Royal Academy of Dramatic Art.,trevor baxter went royal academy dramatic art,SUPPORTS,111997,0,0,SUPPORTS,True,0.99397826,56,10,6-10,0.9-1.0
Alessia Cara released a song.,alessia cara released song,SUPPORTS,12006,0,0,SUPPORTS,True,0.9951292,29,5,0-5,0.9-1.0
"Detroit had a population of 677,116 in 2015.",detroit population 677116 2015,SUPPORTS,58248,0,0,SUPPORTS,True,0.8569289,44,8,6-10,0.8-0.9
Venice is located in western Italy.,venice located western italy,REFUTES,52153,1,0,SUPPORTS,False,0.93879664,35,6,6-10,0.9-1.0
Fungi are not capable of producing vitamin B12.,fungi capable producing vitamin b12,REFUTES,83447,1,0,SUPPORTS,False,0.9293197,47,8,6-10,0.9-1.0
Beauty and the Beast only stars Emma Watson.,beauty beast star emma watson,REFUTES,57333,1,0,SUPPORTS,False,0.8266036,44,8,6-10,0.8-0.9
Moana contains songs.,moana contains song,SUPPORTS,127134,0,0,SUPPORTS,True,0.9952087,21,3,0-5,0.9-1.0
Barack Obama will have a presidential library built in his honor in Chicago.,barack obama presidential library built honor chicago,SUPPORTS,64737,0,2,NOT ENOUGH INFO,False,0.6738114,76,13,11-15,0.6-0.7
One More Light features the vocals of a rapper.,one light feature vocal rapper,SUPPORTS,104601,0,0,SUPPORTS,True,0.9927326,47,9,6-10,0.9-1.0
David Beckham is a professional.,david beckham professional,SUPPORTS,170073,0,0,SUPPORTS,True,0.9956025,32,5,0-5,0.9-1.0
Jesse Eisenberg starred in a film directed by Greg Mottola in 2009.,jesse eisenberg starred film directed greg mottola 2009,SUPPORTS,2712,0,0,SUPPORTS,True,0.9373074,67,12,11-15,0.9-1.0
Wild is a single frame.,wild single frame,REFUTES,151765,1,1,REFUTES,True,0.9989372,23,5,0-5,0.9-1.0
William McKinley was born in 1901.,william mckinley born 1901,REFUTES,210223,1,1,REFUTES,True,0.9911679,34,6,6-10,0.9-1.0
"Ronald Reagan had at least six presidents before, one of whom was Dwight D. Eisenhower and he was the first since Eisenhower to serve two terms.",ronald reagan least six president one dwight eisenhower first since eisenhower serve two term,NOT ENOUGH INFO,96433,2,0,SUPPORTS,False,0.99153155,144,26,26-30,0.9-1.0
To Kill a Mockingbird is an unpublished short story.,kill mockingbird unpublished short story,REFUTES,90105,1,1,REFUTES,True,0.9987081,52,9,6-10,0.9-1.0
Pi is a number.,pi number,SUPPORTS,29650,0,0,SUPPORTS,True,0.9955902,15,4,0-5,0.9-1.0
"Neil Armstrong stayed in space on his first excursion, remaining there ever since.",neil armstrong stayed space first excursion remaining ever since,REFUTES,93584,1,1,REFUTES,True,0.99727196,82,13,11-15,0.9-1.0
2001: A Space Odyssey was edited in Russia.,2001 space odyssey edited russia,REFUTES,122489,1,2,NOT ENOUGH INFO,False,0.985008,43,8,6-10,0.9-1.0
Pi is a number.,pi number,SUPPORTS,29650,0,0,SUPPORTS,True,0.9955902,15,4,0-5,0.9-1.0
Jennifer Grey attended college in America.,jennifer grey attended college america,NOT ENOUGH INFO,38781,2,2,NOT ENOUGH INFO,True,0.9971488,42,6,6-10,0.9-1.0
There is a desert in California.,desert california,SUPPORTS,84835,0,0,SUPPORTS,True,0.99484336,32,6,6-10,0.9-1.0
Cate Blanchett was nominated for an Academy Award.,cate blanchett nominated academy award,SUPPORTS,2290,0,0,SUPPORTS,True,0.9955882,50,8,6-10,0.9-1.0
Aishwarya Rai acted in a drama.,aishwarya rai acted drama,SUPPORTS,43772,0,0,SUPPORTS,True,0.9945635,31,6,6-10,0.9-1.0
T-Pain isn't an artist.,tpain isnt artist,REFUTES,61419,1,1,REFUTES,True,0.9987896,23,4,0-5,0.9-1.0
Dead Man Down has all male actors.,dead man male actor,REFUTES,149522,1,0,SUPPORTS,False,0.9861287,34,7,6-10,0.9-1.0
Blink-182 released an album.,blink182 released album,SUPPORTS,128689,0,0,SUPPORTS,True,0.9960426,28,4,0-5,0.9-1.0
Babe Ruth played in the minor-league for his college.,babe ruth played minorleague college,REFUTES,20632,1,0,SUPPORTS,False,0.95850474,53,9,6-10,0.9-1.0
Eric Trump is an only child.,eric trump child,REFUTES,89904,1,1,REFUTES,True,0.9987147,28,6,6-10,0.9-1.0
Anne Hathaway is a comedian.,anne hathaway comedian,NOT ENOUGH INFO,135748,2,0,SUPPORTS,False,0.99168867,28,5,0-5,0.9-1.0
Napoleon was the commander of the French army.,napoleon commander french army,SUPPORTS,45211,0,0,SUPPORTS,True,0.9933744,46,8,6-10,0.9-1.0
The Lakers were in the 1991 NBA Finals.,lakers 1991 nba final,SUPPORTS,8137,0,0,SUPPORTS,True,0.99457693,39,8,6-10,0.9-1.0
American Horror Story's first season did not take place in California.,american horror story first season take place california,REFUTES,37573,1,1,REFUTES,True,0.98982775,70,11,11-15,0.9-1.0
There is an actor name Peter Davison.,actor name peter davison,SUPPORTS,113548,0,0,SUPPORTS,True,0.9958164,37,7,6-10,0.9-1.0
Kaminey is only a book.,kaminey book,REFUTES,116651,1,1,REFUTES,True,0.99800414,23,5,0-5,0.9-1.0
Reg Watson has created soap operas.,reg watson created soap opera,SUPPORTS,180001,0,2,NOT ENOUGH INFO,False,0.5388968,35,6,6-10,0.5-0.6
Cristiano Ronaldo was unathletic.,cristiano ronaldo unathletic,REFUTES,104782,1,1,REFUTES,True,0.99925774,33,4,0-5,0.9-1.0
Sean Combs released the album Press Play in 2016.,sean comb released album press play 2016,REFUTES,46560,1,0,SUPPORTS,False,0.5006837,49,9,6-10,0.5-0.6
Smash is the name of The Offspring's third studio album.,smash name offspring third studio album,SUPPORTS,96150,0,0,SUPPORTS,True,0.9900221,56,10,6-10,0.9-1.0
Columbia Pictures released 21 Jump Street.,columbia picture released 21 jump street,SUPPORTS,116015,0,0,SUPPORTS,True,0.98325896,42,6,6-10,0.9-1.0
The only award Winona Ryder was ever nominated for was a Grammy.,award winona ryder ever nominated grammy,REFUTES,166726,1,1,REFUTES,True,0.99504626,64,12,11-15,0.9-1.0
William Hanna was a producer.,william hanna producer,SUPPORTS,192937,0,2,NOT ENOUGH INFO,False,0.66244525,29,5,0-5,0.6-0.7
Wayne Rooney is a professional footballer.,wayne rooney professional footballer,SUPPORTS,95894,0,0,SUPPORTS,True,0.99544084,42,6,6-10,0.9-1.0
Alicia Keys was produced for by Kanye West.,alicia key produced kanye west,SUPPORTS,167139,0,0,SUPPORTS,True,0.90996987,43,8,6-10,0.9-1.0
Assassin's Creed is released for a Nintendo console.,assassin creed released nintendo console,NOT ENOUGH INFO,221023,2,0,SUPPORTS,False,0.99564147,52,8,6-10,0.9-1.0
Laurence Fishburne has two tattoos inspired by The Matrix.,laurence fishburne two tattoo inspired matrix,NOT ENOUGH INFO,85464,2,2,NOT ENOUGH INFO,True,0.99518967,58,9,6-10,0.9-1.0
Saint Peter is from Mars.,saint peter mar,NOT ENOUGH INFO,46413,2,2,NOT ENOUGH INFO,True,0.9017795,25,5,0-5,0.9-1.0
Peyton Manning is a football player.,peyton manning football player,SUPPORTS,5865,0,0,SUPPORTS,True,0.99565625,36,6,6-10,0.9-1.0
South East England is the most populous region in France.,south east england populous region france,REFUTES,86160,1,1,REFUTES,True,0.9983929,57,10,6-10,0.9-1.0
Fergie sang for an album.,fergie sang album,SUPPORTS,83180,0,0,SUPPORTS,True,0.99526227,25,5,0-5,0.9-1.0
The Wolfman's screenplay was written by a woman.,wolfman screenplay written woman,REFUTES,97658,1,1,REFUTES,True,0.9984107,48,8,6-10,0.9-1.0
John D. Rockefeller smoked a cigar every day.,john rockefeller smoked cigar every day,NOT ENOUGH INFO,52441,2,2,NOT ENOUGH INFO,True,0.9967938,45,8,6-10,0.9-1.0
Jennifer Hudson has won a Grammy.,jennifer hudson grammy,SUPPORTS,34222,0,0,SUPPORTS,True,0.74274766,33,6,6-10,0.7-0.8
The first episode of The Night of premiered on HBO.,first episode night premiered hbo,SUPPORTS,141784,0,0,SUPPORTS,True,0.9898953,51,10,6-10,0.9-1.0
Paul Pogba is not a footballer.,paul pogba footballer,REFUTES,75481,1,1,REFUTES,True,0.99862885,31,6,6-10,0.9-1.0
Sue Vertue's legal middle name is Nicola.,sue vertues legal middle name nicola,SUPPORTS,223636,0,0,SUPPORTS,True,0.9658711,41,7,6-10,0.9-1.0
Don Henley has released a live DVD.,henley released live dvd,SUPPORTS,87300,0,0,SUPPORTS,True,0.96387625,35,7,6-10,0.9-1.0
Alia Bhatt acts in film.,alia bhatt act film,SUPPORTS,49788,0,0,SUPPORTS,True,0.99592066,24,5,0-5,0.9-1.0
Queen Latifah has danced in the film Hairspray.,queen latifah danced film hairspray,NOT ENOUGH INFO,84908,2,2,NOT ENOUGH INFO,True,0.99824345,47,8,6-10,0.9-1.0
IZombie is not an American television series.,izombie american television series,REFUTES,85001,1,1,REFUTES,True,0.7269799,45,7,6-10,0.7-0.8
Kobe Bryant was a member of the L.A. Lakers.,kobe bryant member la lakers,SUPPORTS,65968,0,0,SUPPORTS,True,0.9944159,44,9,6-10,0.9-1.0
Huntington's disease is inherited.,huntington disease inherited,SUPPORTS,51940,0,0,SUPPORTS,True,0.99631613,34,4,0-5,0.9-1.0
Patrick Wilson was born in 1998.,patrick wilson born 1998,REFUTES,10922,1,1,REFUTES,True,0.9109374,32,6,6-10,0.9-1.0
Journey is the 25th best-selling band according to the US government.,journey 25th bestselling band according u government,NOT ENOUGH INFO,72391,2,2,NOT ENOUGH INFO,True,0.5225339,69,11,11-15,0.5-0.6
Friends with Benefits features actors.,friend benefit feature actor,SUPPORTS,209734,0,0,SUPPORTS,True,0.9937204,38,5,0-5,0.9-1.0
Jeremy Allen White is an American television actor.,jeremy allen white american television actor,SUPPORTS,160084,0,0,SUPPORTS,True,0.9898587,51,8,6-10,0.9-1.0
George Clooney is a cartoonist.,george clooney cartoonist,NOT ENOUGH INFO,32502,2,1,REFUTES,False,0.9982141,31,5,0-5,0.9-1.0
Hippocrates was a nurse.,hippocrates nurse,NOT ENOUGH INFO,187419,2,2,NOT ENOUGH INFO,True,0.9958003,24,4,0-5,0.9-1.0
Slovenia has a dense river network.,slovenia dense river network,SUPPORTS,110425,0,2,NOT ENOUGH INFO,False,0.9159468,35,6,6-10,0.9-1.0
The Ozarks are partially located in Arkansas.,ozarks partially located arkansas,SUPPORTS,56826,0,0,SUPPORTS,True,0.9948473,45,7,6-10,0.9-1.0
The Battle of York was fought in Toronto,battle york fought toronto,SUPPORTS,49128,0,0,SUPPORTS,True,0.97835964,40,8,6-10,0.9-1.0
A person was a music video director.,person music video director,NOT ENOUGH INFO,34439,2,0,SUPPORTS,False,0.99620986,36,7,6-10,0.9-1.0
Enemy is a film.,enemy film,SUPPORTS,161583,0,0,SUPPORTS,True,0.993602,16,4,0-5,0.9-1.0
Christian Bale dated Melissa Leo.,christian bale dated melissa leo,NOT ENOUGH INFO,203501,2,2,NOT ENOUGH INFO,True,0.88877296,33,5,0-5,0.8-0.9
War of the Worlds is exclusively a Spanish film.,war world exclusively spanish film,REFUTES,162058,1,1,REFUTES,True,0.9988784,48,9,6-10,0.9-1.0
Gennady Golovkin boxes.,gennady golovkin box,SUPPORTS,8089,0,0,SUPPORTS,True,0.9961075,23,3,0-5,0.9-1.0
Steve Buscemi spent his entire career in the pharmaceutical industry.,steve buscemi spent entire career pharmaceutical industry,REFUTES,68733,1,1,REFUTES,True,0.99918634,69,10,6-10,0.9-1.0
License to Drive stars a Canadian actor born in 1971.,license drive star canadian actor born 1971,SUPPORTS,198734,0,0,SUPPORTS,True,0.95521647,53,10,6-10,0.9-1.0
Kingdom Hearts III is owned by Boyz II Men.,kingdom heart iii owned boyz ii men,REFUTES,54642,1,1,REFUTES,True,0.9988512,43,9,6-10,0.9-1.0
Shakira is a performer.,shakira performer,SUPPORTS,101928,0,0,SUPPORTS,True,0.9960328,23,4,0-5,0.9-1.0
The Beach Boys was a band in the rock genre.,beach boy band rock genre,SUPPORTS,21181,0,0,SUPPORTS,True,0.99587905,44,10,6-10,0.9-1.0
"In 1947, Jackie Robinson received the inaugural MLB Rookie of the Year Award.",1947 jackie robinson received inaugural mlb rookie year award,SUPPORTS,144726,0,0,SUPPORTS,True,0.9024877,77,13,11-15,0.9-1.0
